,dna,rna,protein,lipid
0.01,80.512735983956588,96.783064836353674,98.577851883842143,96.330859984799787
0.0189898989899,62.993882474584225,93.891072618530188,97.299355092548709,93.032340173155148
0.0279797979798,45.475028965211862,90.999080400706745,96.020858301255245,89.73382036151051
0.0369696969697,27.956175455839499,88.10708818288326,94.74236150996181,86.435300549865858
0.0459595959596,10.437321946467131,85.215095965059788,93.46386471866839,83.136780738221233
0.0549494949495,7.0815315629052353,82.323103747236303,92.185367927374941,79.838260926576567
0.0639393939394,24.600385072277572,79.431111529412831,90.906871136081506,76.539741114931928
0.0729292929293,42.119238581649938,76.539119311589374,89.628374344788057,73.24122130328729
0.0819191919192,59.638092091022301,73.647127093765889,88.349877553494622,69.942701491642651
0.0909090909091,77.156945600394693,70.755134875942417,87.071380762201187,66.644181679998013
0.099898989899,94.675799109767041,67.863142658118946,85.792883970907766,63.345661868353375
0.108888888889,112.19465261913939,64.971150440295474,84.514387179614317,60.047142056708722
0.117878787879,129.71350612851174,62.079158222471996,83.235890388320882,56.748622245064084
0.126868686869,147.23235963788414,59.187166004648539,81.957393597027448,53.450102433419431
0.135858585859,164.75121314725649,56.295173786825067,80.678896805734013,50.151582621774807
0.144848484848,182.27006665662884,53.403181569001589,79.400400014440564,46.853062810130162
0.153838383838,199.78892016600122,50.51118935117811,78.121903223147143,43.554542998485516
0.162828282828,217.3077736753736,47.619197133354646,76.843406431853708,40.256023186840885
0.171818181818,234.826627184746,44.727204915531168,75.564909640560245,36.957503375196239
0.180808080808,252.34548069411838,41.835212697707696,74.28641284926681,33.658983563551587
0.189797979798,269.86433420349073,38.943220479884232,73.007916057973375,30.360463751906948
0.198787878788,287.3831877128631,36.051228262060754,71.729419266679926,27.061943940262307
0.207777777778,304.90204122223543,33.159236044237282,70.450922475386506,23.763424128617675
0.216767676768,322.42089473160786,30.267243826413814,69.172425684093071,22.363993534076307
0.225757575758,339.93974824098012,27.375251608590343,67.893928892799622,23.291484412236983
0.234747474747,357.45860175035261,24.483259390766875,66.615432101506201,24.218975290397658
0.243737373737,374.97745525972482,21.591267172943404,65.336935310212752,25.146466168558312
0.252727272727,392.49630876909714,18.699274955119932,64.058438518919331,26.073957046718977
0.261717171717,410.01516227846957,16.96937553020933,62.779941727625882,27.001447924879653
0.270707070707,427.53401578784195,16.407278948010159,61.501444936332447,27.928938803040325
0.279696969697,445.05286929721433,15.84518236581099,60.222948145039005,28.856429681200996
0.288686868687,462.57172280658654,15.283085783611829,58.944451353745578,29.783920559361647
0.297676767677,480.09057631595903,14.720989201412662,57.665954562452136,30.711411437522322
0.306666666667,497.6094298253314,14.431378688997311,56.387457771158701,31.638902315682984
0.315656565657,515.12828333470384,15.831595872787638,55.108960979865266,32.566393193843652
0.324646464646,532.64713684407604,17.231813056577966,53.830464188571817,33.493884072004327
0.333636363636,550.16599035344848,18.632030240368291,52.551967397278375,34.421374950164989
0.342626262626,567.68484386282091,20.032247424158612,51.273470605984947,35.348865828325636
0.351616161616,585.20369737219323,21.432464607948948,49.994973814691505,36.276356706486318
0.360606060606,602.72255088156555,22.832681791739248,48.71647702339807,37.203847584646994
0.369595959596,620.24140439093799,24.23289897552959,47.437980232104628,38.131338462807669
0.378585858586,637.76025790031031,25.633116159319911,46.159483440811194,39.05882934096833
0.387575757576,655.27911140968263,27.03333334311024,44.880986649517759,42.206972104275152
0.396565656566,672.79796491905495,28.433550526900557,43.602489858224317,45.505491915919812
0.405555555556,690.31681842842738,30.464592747879113,42.323993066930889,48.804011727564458
0.414545454545,707.83567193779982,33.356584965702574,41.04549627563744,52.102531539209096
0.423535353535,725.35452544717225,36.248577183526038,39.766999484344005,55.401051350853741
0.432525252525,742.87337895654446,39.140569401349509,38.48850269305057,58.699571162498373
0.441515151515,760.39223246591678,42.032561619172959,37.210005901757143,61.998090974142997
0.450505050505,777.9110859752891,44.924553836996438,35.939077772188462,65.296610785787621
0.459494949495,795.42993948466153,47.816546054819923,34.860283584234367,68.595130597432274
0.468484848485,812.94879299403397,50.708538272643409,33.781489396280286,71.893650409076926
0.477474747475,830.4676465034064,53.600530490466859,32.830445145676094,75.192170220721593
0.486464646465,847.98650001277861,56.492522708290352,31.942336327813848,78.490690032366217
0.495454545455,865.50535352215104,59.38451492611383,31.054227509951609,81.789209844010855
0.504444444444,883.02420703152325,62.276507143937259,30.166118692089366,85.08772965565548
0.513434343434,900.54306054089568,65.168499361760738,29.27800987422712,88.386249467300132
0.522424242424,918.06191405026811,68.060491579584209,28.389901056364874,91.684769278944742
0.531414141414,935.58076755964032,70.952483797407709,27.501792238502635,94.983289090589409
0.540404040404,953.09962106901264,73.84447601523118,26.848298805982278,98.281808902234047
0.549393939394,970.61847457838508,76.736468233054609,26.463158356212642,101.58032871387869
0.558383838384,988.1373280877574,79.628460450878109,26.239772124560449,104.87884852552335
0.567373737374,1005.6561815971298,82.52045266870158,26.018234447115777,108.17736833716799
0.576363636364,1023.1750351065023,85.412444886525066,25.796696769671094,111.47588814881261
0.585353535354,1040.6938886158748,88.304437104348537,25.575159092226432,114.77440796045727
0.594343434343,1058.2127421252467,91.19642932217198,25.35362141478177,118.07292777210188
0.603333333333,1075.7315956346192,94.088421539995451,25.132083737337105,121.37144758374654
0.612323232323,1093.2504491439918,96.980413757818951,24.910546059892429,124.66996739539114
0.621313131313,1110.7693026533639,99.872405975642394,24.785575777226235,127.96848720703584
0.630303030303,1128.2881561627364,102.76439819346588,24.710127271970684,131.26700701868046
0.639292929293,1145.8070096721087,105.65639041128935,24.710715584377837,134.5655268303251
0.648282828283,1163.3258631814813,108.54838262911282,24.917581390509874,137.86404664196974
0.657272727273,1180.8447166908536,111.44037484693632,25.124447196641903,141.16256645361443
0.666262626263,1198.3635702002259,114.33236706475979,25.331313002773932,144.46108626525904
0.675252525253,1215.8824237095982,117.22435928258325,25.538178808905975,147.75960607690371
0.684242424242,1233.4012772189708,120.11635150040674,25.745044615038001,151.05812588854835
0.693232323232,1250.9201307283429,123.00834371823019,25.951910421170034,154.35664570019298
0.702222222222,1268.4389842377152,125.90033593605362,26.243565021820313,157.65516551183759
0.711212121212,1285.9578377470875,128.79232815387709,26.579537013612896,160.95368532348226
0.720202020202,1303.4766912564601,131.68432037170064,26.915509005405475,164.25220513512687
0.729191919192,1320.9955447658324,134.57631258952406,27.251480997198041,167.55072494677151
0.738181818182,1338.5143982752047,137.46830480734755,27.587452988990634,170.84924475841618
0.747171717172,1356.0332517845773,140.36029702517104,27.948369831863044,174.14776457006084
0.756161616162,1373.5521052939498,143.25228924299452,28.404961005992533,177.44628438170551
0.765151515152,1391.0709588033221,146.14428146081801,28.861552180122022,180.74480419335006
0.774141414141,1408.5898123126944,149.03627367864146,29.318143354251514,184.0433240049947
0.783131313131,1426.1086658220665,151.92826589646492,29.774734528381003,187.3418438166394
0.792121212121,1443.6275193314389,154.82025811428841,30.336598437473071,190.64036362828401
0.801111111111,1461.1463728408114,157.71225033211184,30.907875823463268,193.9388834399287
0.810101010101,1478.6652263501837,160.60424254993532,31.479153209453465,197.23740325157331
0.819090909091,1496.1840798595563,163.49623476775878,32.058794391931301,200.53592306321795
0.828080808081,1513.7029333689284,166.38822698558226,32.739918168091357,203.83444287486259
0.837070707071,1531.2217868783007,169.28021920340578,33.421041944251414,207.13296268650723
0.846060606061,1548.7406403876735,172.17221142122926,34.10216572041147,210.43148249815192
0.855050505051,1566.2594938970456,175.06420363905269,34.783289496571527,213.73000230979656
0.86404040404,1583.7783474064179,177.95619585687618,35.464413272731591,217.0285221214412
0.87303030303,1601.29720091579,180.84818807469955,36.145537048891626,220.32704193308575
0.88202020202,1618.8160544251625,183.74018029252309,36.826660825051682,223.62556174473036
0.89101010101,1636.3349079345348,186.63217251034652,37.507784601211725,226.92408155637503
0.9,1653.8537614439069,189.52416472817004,38.228591990469987,230.2226013680197
